metric,band,roi_a,roi_b,delta
aec,theta,occipital,temporal,0.003314219880849123
aec,theta,temporal,frontal,0.021481649950146675
aec,theta,temporal,frontal_central,0.008732238784432411
aec,theta,temporal,central,0.06238029524683952
aec,theta,temporal,parietal,0.030685238540172577
aec,theta,temporal,occipital,0.003314219880849123
aec,theta,temporal,temporal,0.08516573905944824
aec,alpha,frontal,frontal,0.013832956552505493
aec,alpha,frontal,frontal_central,-0.016441911458969116
aec,alpha,frontal,central,-0.0018716073827818036
aec,alpha,frontal,parietal,0.009481873363256454
aec,alpha,frontal,occipital,0.025727754458785057
aec,alpha,frontal,temporal,-0.0010954862227663398
aec,alpha,frontal_central,frontal,-0.016441911458969116
aec,alpha,frontal_central,frontal_central,-0.009314628317952156
aec,alpha,frontal_central,central,0.020874887704849243
aec,alpha,frontal_central,parietal,0.016162170097231865
aec,alpha,frontal_central,occipital,-0.013358409516513348
aec,alpha,frontal_central,temporal,-0.006029528100043535
aec,alpha,central,frontal,-0.0018716073827818036
aec,alpha,central,frontal_central,0.020874887704849243
aec,alpha,central,central,0.02887406200170517
aec,alpha,central,parietal,-0.015915103256702423
aec,alpha,central,occipital,-0.02968061901628971
aec,alpha,central,temporal,-0.03676917776465416
aec,alpha,parietal,frontal,0.009481873363256454
aec,alpha,parietal,frontal_central,0.016162170097231865
aec,alpha,parietal,central,-0.015915103256702423
aec,alpha,parietal,parietal,-0.028221283107995987
aec,alpha,parietal,occipital,-0.007820815779268742
aec,alpha,parietal,temporal,-0.005089243873953819
aec,alpha,occipital,frontal,0.025727754458785057
aec,alpha,occipital,frontal_central,-0.013358409516513348
aec,alpha,occipital,central,-0.02968061901628971
aec,alpha,occipital,parietal,-0.007820815779268742
aec,alpha,occipital,occipital,-0.007612920366227627
aec,alpha,occipital,temporal,0.032051630318164825
aec,alpha,temporal,frontal,-0.0010954862227663398
aec,alpha,temporal,frontal_central,-0.006029528100043535
aec,alpha,temporal,central,-0.03676917776465416
aec,alpha,temporal,parietal,-0.005089243873953819
aec,alpha,temporal,occipital,0.032051630318164825
aec,alpha,temporal,temporal,-0.04045255854725838
aec,beta,frontal,frontal,-0.01114952564239502
aec,beta,frontal,frontal_central,-0.011040307581424713
aec,beta,frontal,central,-0.010878562927246094
aec,beta,frontal,parietal,-0.010310710407793522
aec,beta,frontal,occipital,0.0030073043890297413
aec,beta,frontal,temporal,0.01725616306066513
aec,beta,frontal_central,frontal,-0.011040307581424713
aec,beta,frontal_central,frontal_central,-0.03170149028301239
aec,beta,frontal_central,central,-0.01351602841168642
aec,beta,frontal_central,parietal,-0.007084670010954142
aec,beta,frontal_central,occipital,0.01458252128213644
aec,beta,frontal_central,temporal,0.005919987335801125
aec,beta,central,frontal,-0.010878562927246094
aec,beta,central,frontal_central,-0.01351602841168642
aec,beta,central,central,0.01572783850133419
aec,beta,central,parietal,-0.03384017571806908
aec,beta,central,occipital,-0.02028709277510643
aec,beta,central,temporal,0.0014404659159481525
aec,beta,parietal,frontal,-0.010310710407793522
aec,beta,parietal,frontal_central,-0.007084670010954142
aec,beta,parietal,central,-0.03384017571806908
aec,beta,parietal,parietal,-0.0158299021422863
aec,beta,parietal,occipital,-0.006610052660107613
aec,beta,parietal,temporal,-0.005408546421676874
aec,beta,occipital,frontal,0.0030073043890297413
aec,beta,occipital,frontal_central,0.01458252128213644
aec,beta,occipital,central,-0.02028709277510643
aec,beta,occipital,parietal,-0.006610052660107613
aec,beta,occipital,occipital,0.036473244428634644
aec,beta,occipital,temporal,0.022216666489839554
aec,beta,temporal,frontal,0.01725616306066513
aec,beta,temporal,frontal_central,0.005919987335801125
aec,beta,temporal,central,0.0014404659159481525
aec,beta,temporal,parietal,-0.005408546421676874
