ablation,n,positives,positive_rate,pr_auc,roc_auc,threshold,balanced_accuracy,f1_positive,precision_positive,recall_positive,tn,fp,fn,tp
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.4,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.405,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.41000000000000003,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.41500000000000004,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.42,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.425,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.43,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.435,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.44,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.445,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.45,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.455,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.46,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.465,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.47000000000000003,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.47500000000000003,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.48,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.485,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.49,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.495,0.5,0.0,0.0,0.0,626,0,30,0
eeg_only,656,30,0.04573170731707317,0.061673669405987626,0.5559637912673056,0.5,0.5,0.0,0.0,0.0,626,0,30,0
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.0,0.5,0.08746355685131195,0.04573170731707317,1.0,0,626,0,30
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.005,0.5103833865814696,0.08915304606240713,0.04665629860031104,1.0,13,613,0,30
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.01,0.48115015974440895,0.08385093167701864,0.043973941368078175,0.9,39,587,3,27
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.015,0.4701810436634718,0.08143322475570032,0.04280821917808219,0.8333333333333334,67,559,5,25
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.02,0.4465388711395101,0.07612456747404844,0.040145985401459854,0.7333333333333333,100,526,8,22
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.025,0.4355697550585729,0.072992700729927,0.03861003861003861,0.6666666666666666,128,498,10,20
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.03,0.4301916932907348,0.07045009784735812,0.037422037422037424,0.6,163,463,12,18
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.035,0.4343982960596379,0.06926406926406926,0.037037037037037035,0.5333333333333333,210,416,14,16
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.04,0.4416932907348243,0.06960556844547564,0.03740648379052369,0.5,240,386,15,15
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.045,0.42044728434504797,0.061224489795918366,0.03314917127071823,0.4,276,350,18,12
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.05,0.4468051118210863,0.06685236768802229,0.0364741641337386,0.4,309,317,18,12
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.055,0.37705005324813634,0.04154302670623145,0.02280130293159609,0.23333333333333334,326,300,23,7
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.06,0.36608093716719914,0.03257328990228013,0.018050541516245487,0.16666666666666666,354,272,25,5
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.065,0.3836528221512247,0.03508771929824561,0.0196078431372549,0.16666666666666666,376,250,25,5
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.07,0.38375931842385513,0.030418250950570342,0.017167381974248927,0.13333333333333333,397,229,26,4
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.075,0.3965388711395101,0.032388663967611336,0.018433179723502304,0.13333333333333333,413,213,26,4
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.08,0.39424920127795526,0.02631578947368421,0.015151515151515152,0.1,431,195,27,3
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.085,0.4086261980830671,0.02857142857142857,0.016666666666666666,0.1,449,177,27,3
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.09,0.42380191693290736,0.031413612565445025,0.018633540372670808,0.1,468,158,27,3
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.095,0.434185303514377,0.033707865168539325,0.02027027027027027,0.1,481,145,27,3
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.1,0.4287007454739084,0.024539877300613498,0.015037593984962405,0.06666666666666667,495,131,28,2
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.105,0.433493077742279,0.025477707006369428,0.015748031496062992,0.06666666666666667,501,125,28,2
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.11,0.44148029818956336,0.027210884353741496,0.017094017094017096,0.06666666666666667,511,115,28,2
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.115,0.4526624068157614,0.03007518796992481,0.019417475728155338,0.06666666666666667,525,101,28,2
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.12,0.4550585729499467,0.03076923076923077,0.02,0.06666666666666667,528,98,28,2
eye_mouse,656,30,0.04573170731707317,0.03450058958665782,0.3719382321618743,0.125,0.4582534611288605,0.031746031746031744,0.020833333333333332,0.06666666666666667,532,94,28,2
