roc_auc,pr_auc,balanced_accuracy,f1_positive,precision_positive,recall_positive,tn,fp,fn,tp,n,positives,positive_rate,ablation,n_features
0.5559637912673056,0.061673669405987626,0.5,0.0,0.0,0.0,626,0,30,0,656,30,0.04573170731707317,eeg_only,27
0.4291267305644302,0.045195977094691114,0.5,0.0,0.0,0.0,626,0,30,0,656,30,0.04573170731707317,eye_only,6
0.4510649627263046,0.0424078882486504,0.5,0.0,0.0,0.0,626,0,30,0,656,30,0.04573170731707317,mouse_only,10
0.5664004259850905,0.06227208626248773,0.5,0.0,0.0,0.0,626,0,30,0,656,30,0.04573170731707317,eeg_eye,33
0.5363684771033014,0.05953895037922175,0.5,0.0,0.0,0.0,626,0,30,0,656,30,0.04573170731707317,eeg_mouse,37
0.3719382321618743,0.03450058958665782,0.5,0.0,0.0,0.0,626,0,30,0,656,30,0.04573170731707317,eye_mouse,16
0.569062832800852,0.06454287146833317,0.5,0.0,0.0,0.0,626,0,30,0,656,30,0.04573170731707317,all_modalities,43
