metric,scenario,band,roi_a,roi_b,delta_mean,cohens_d,t_p_raw,t_p_fdr,wilcoxon_p_raw,wilcoxon_p_fdr,perm_p_raw,direction,significant,n_subjects
wpli,first_click_miss,theta,frontal_central,frontal_central,0.038324180990457535,0.8155616173410615,0.054446342954550246,0.5302139023008016,0.078125,0.765625,0.03980099502487562,increase,False,8
wpli,first_click_miss,theta,frontal_central,central,0.008656341582536697,0.3350925073343055,0.37480172077698204,0.85271821504154,0.3125,0.9168198529411764,0.3781094527363184,increase,False,8
wpli,first_click_miss,theta,frontal_central,parietal,0.020016472786664963,0.5756072456193834,0.1475360168121557,0.7745640882638174,0.1953125,0.9168198529411764,0.15920398009950248,increase,False,8
wpli,first_click_miss,theta,frontal_central,occipital,0.02086849883198738,0.42934153991663154,0.2639822243198746,0.85271821504154,0.3828125,0.9168198529411764,0.26865671641791045,increase,False,8
wpli,first_click_miss,theta,frontal_central,temporal,0.0033283531665802,0.11173672672930789,0.7611877326423868,0.9402907285582425,0.7421875,0.9168198529411764,0.7562189054726368,increase,False,8
wpli,first_click_miss,theta,central,central,0.0040672458708286285,0.11225595982310295,0.7601195171514682,0.9402907285582425,0.7421875,0.9168198529411764,0.7313432835820896,increase,False,8
wpli,first_click_miss,theta,central,parietal,0.010701902210712433,0.43222963989033913,0.261068123947877,0.85271821504154,0.4609375,0.9168198529411764,0.3034825870646766,increase,False,8
wpli,first_click_miss,theta,central,occipital,0.008605226874351501,0.18105569592859933,0.6243357291923954,0.9402907285582425,0.84375,0.9453125,0.681592039800995,increase,False,8
wpli,first_click_miss,theta,central,temporal,0.0011411309242248535,0.03912338450899722,0.9149937227598743,0.9607434088978681,0.9453125,0.9453125,0.9104477611940298,increase,False,8
wpli,first_click_miss,theta,parietal,parietal,-0.013829760253429413,-0.9521346149761741,0.030949070823285327,0.5302139023008016,0.0390625,0.765625,0.04975124378109453,decrease,False,8
wpli,first_click_miss,theta,parietal,occipital,0.009611129760742188,0.17947921771292985,0.6273030735912277,0.9402907285582425,0.7421875,0.9168198529411764,0.9253731343283582,increase,False,8
wpli,first_click_miss,theta,parietal,temporal,-0.0027526728808879852,-0.06817305825439168,0.8525731020595033,0.9423176391183984,0.7421875,0.9168198529411764,0.8407960199004975,decrease,False,8
wpli,first_click_miss,theta,occipital,occipital,-0.028117099776864052,-0.3125245662936621,0.4060562928769238,0.85271821504154,0.4609375,0.9168198529411764,0.38308457711442784,decrease,False,8
wpli,first_click_miss,theta,occipital,temporal,-0.008146267384290695,-0.1336756102931958,0.716566989949394,0.9402907285582425,0.7421875,0.9168198529411764,0.7213930348258707,decrease,False,8
wpli,first_click_miss,theta,temporal,temporal,0.012504924088716507,0.326113849522126,0.3870130628183328,0.85271821504154,0.3828125,0.9168198529411764,0.43283582089552236,increase,False,8
wpli,first_click_miss,alpha,frontal,frontal,0.011692505329847336,0.37278720968191126,0.3267271140820941,0.6237517632476342,0.546875,0.8834134615384615,0.3781094527363184,increase,False,8
wpli,first_click_miss,alpha,frontal,frontal_central,0.014229051768779755,0.7240376212945492,0.07977874292268002,0.5250904293904218,0.078125,0.546875,0.0845771144278607,increase,False,8
wpli,first_click_miss,alpha,frontal,central,-0.001424390822649002,-0.0736607645998664,0.8408927491870708,0.9294077754172888,0.7421875,0.97412109375,0.7960199004975125,decrease,False,8
wpli,first_click_miss,alpha,frontal,parietal,-0.003833368420600891,-0.24536296150189915,0.5100551127137886,0.8239351820761199,0.7421875,0.97412109375,0.6417910447761194,decrease,False,8
wpli,first_click_miss,alpha,frontal,occipital,0.013609956949949265,0.7648552941358278,0.06727559503068241,0.5250904293904218,0.078125,0.546875,0.08955223880597014,increase,False,8
wpli,first_click_miss,alpha,frontal,temporal,0.0025872625410556793,0.0956676400039456,0.7945119211698721,0.9294077754172888,0.9453125,0.9925781250000001,0.8059701492537313,increase,False,8
wpli,first_click_miss,alpha,frontal_central,frontal_central,0.01936793327331543,0.6159329020008582,0.1250215308072433,0.5250904293904218,0.1953125,0.5833333333333334,0.14925373134328357,increase,False,8
wpli,first_click_miss,alpha,frontal_central,central,0.0065941400825977325,0.6523480642530146,0.10753446266984525,0.5250904293904218,0.109375,0.57421875,0.08955223880597014,increase,False,8
wpli,first_click_miss,alpha,frontal_central,parietal,0.009646385908126831,0.9536128473763162,0.030762339321705672,0.5250904293904218,0.0546875,0.546875,0.04477611940298507,increase,False,8
wpli,first_click_miss,alpha,frontal_central,occipital,0.0029945969581604004,0.09001852320686267,0.8063415933557514,0.9294077754172888,1.0,1.0,0.7910447761194029,increase,False,8
wpli,first_click_miss,alpha,frontal_central,temporal,-0.00023206695914268494,-0.009260477837545253,0.9798347909930922,0.9798347909930922,0.84375,0.984375,0.9552238805970149,decrease,False,8
wpli,first_click_miss,alpha,central,central,0.013099372386932373,0.3894528315285141,0.30709054306127187,0.6237517632476342,0.1484375,0.5833333333333334,0.3034825870646766,increase,False,8
wpli,first_click_miss,alpha,central,parietal,0.005651596933603287,0.42150657836377425,0.272026162808078,0.6237517632476342,0.25,0.5833333333333334,0.25870646766169153,increase,False,8
wpli,first_click_miss,alpha,central,occipital,-0.0010482855141162872,-0.04592964893853236,0.9002929327661813,0.9453075794044904,0.9453125,0.9925781250000001,0.8855721393034826,decrease,False,8
wpli,first_click_miss,alpha,central,temporal,-0.012034516781568527,-0.3983902875810889,0.2969599434527564,0.6237517632476342,0.4609375,0.806640625,0.35323383084577115,decrease,False,8
wpli,first_click_miss,alpha,parietal,parietal,-0.008843090385198593,-0.3096622874463851,0.41015360875281726,0.7177688153174302,0.3828125,0.7308238636363636,0.4228855721393035,decrease,False,8
wpli,first_click_miss,alpha,parietal,occipital,-0.001123618334531784,-0.1702828154244092,0.6447594382526362,0.8776004341400593,0.640625,0.9609375,0.6467661691542289,decrease,False,8
wpli,first_click_miss,alpha,parietal,temporal,0.0033071115612983704,0.15789964699018488,0.6686479498209975,0.8776004341400593,0.1953125,0.5833333333333334,0.5373134328358209,increase,False,8
wpli,first_click_miss,alpha,occipital,occipital,-0.011916633695363998,-0.43134686787801174,0.26195592025826403,0.6237517632476342,0.3828125,0.7308238636363636,0.24378109452736318,decrease,False,8
wpli,first_click_miss,alpha,occipital,temporal,-0.005438107997179031,-0.20574743286720912,0.5788574920346804,0.8682862380520207,0.84375,0.984375,0.5870646766169154,decrease,False,8
wpli,first_click_miss,alpha,temporal,temporal,0.007213268429040909,0.44955675256307054,0.24415285872227016,0.6237517632476342,0.25,0.5833333333333334,0.22885572139303484,increase,False,8
wpli,first_click_miss,beta,frontal,frontal,0.005112554877996445,0.3071555533412982,0.4137666435659715,0.9896560549728647,0.3828125,1.0,0.4228855721393035,increase,False,8
wpli,first_click_miss,beta,frontal,frontal_central,0.0014326348900794983,0.12786184659307476,0.7282850635485192,0.9896560549728647,0.84375,1.0,0.7412935323383084,increase,False,8
wpli,first_click_miss,beta,frontal,central,0.00010833889245986938,0.004749797101138394,0.9896560549728647,0.9896560549728647,0.7421875,1.0,0.9751243781094527,increase,False,8
wpli,first_click_miss,beta,frontal,parietal,-0.002961784601211548,-0.2030181771258654,0.5837898484599336,0.9896560549728647,0.84375,1.0,0.6318407960199005,decrease,False,8
wpli,first_click_miss,beta,frontal,occipital,0.0017510615289211273,0.11583227560013484,0.7527772641365879,0.9896560549728647,0.9453125,1.0,0.8009950248756219,increase,False,8
wpli,first_click_miss,beta,frontal,temporal,0.0011282674968242645,0.07144266354772123,0.8456088946580742,0.9896560549728647,0.84375,1.0,0.8706467661691543,increase,False,8
wpli,first_click_miss,beta,frontal_central,frontal_central,0.00966690108180046,0.5819914516133525,0.14373396396629828,0.9896560549728647,0.1484375,1.0,0.13432835820895522,increase,False,8
wpli,first_click_miss,beta,frontal_central,central,-0.00044151395559310913,-0.024903508757793697,0.9458153305935497,0.9896560549728647,0.9453125,1.0,0.9303482587064676,decrease,False,8
wpli,first_click_miss,beta,frontal_central,parietal,-0.00047424808144569397,-0.053228199958555496,0.884575523833094,0.9896560549728647,0.84375,1.0,0.9253731343283582,decrease,False,8
wpli,first_click_miss,beta,frontal_central,occipital,-0.000750366598367691,-0.023558137221467292,0.9487374799815014,0.9896560549728647,0.84375,1.0,0.9800995024875622,decrease,False,8
wpli,first_click_miss,beta,frontal_central,temporal,0.0035670921206474304,0.20810767934776628,0.5746114191847085,0.9896560549728647,1.0,1.0,0.5621890547263682,increase,False,8
wpli,first_click_miss,beta,central,central,0.0030241794884204865,0.1315188256224246,0.7209048112358822,0.9896560549728647,0.7421875,1.0,0.7313432835820896,increase,False,8
wpli,first_click_miss,beta,central,parietal,0.0007199756801128387,0.06203076744938096,0.8656937870605739,0.9896560549728647,0.7421875,1.0,0.8557213930348259,increase,False,8
wpli,first_click_miss,beta,central,occipital,0.006644140928983688,0.4197067757829125,0.27390275516776313,0.9896560549728647,0.1953125,1.0,0.24875621890547264,increase,False,8
wpli,first_click_miss,beta,central,temporal,-0.009695321321487427,-0.4863061239665568,0.21138247250733208,0.9896560549728647,0.25,1.0,0.21890547263681592,decrease,False,8
wpli,first_click_miss,beta,parietal,parietal,-0.009526841342449188,-0.6412953248106993,0.1125770842827958,0.9896560549728647,0.109375,1.0,0.11442786069651742,decrease,False,8
wpli,first_click_miss,beta,parietal,occipital,-0.0010146908462047577,-0.09655842524067573,0.7926517414314213,0.9896560549728647,0.9453125,1.0,0.8407960199004975,decrease,False,8
wpli,first_click_miss,beta,parietal,temporal,0.006125655025243759,0.5067652630153316,0.19487277226699243,0.9896560549728647,0.109375,1.0,0.21890547263681592,increase,False,8
wpli,first_click_miss,beta,occipital,occipital,-0.00013508275151252747,-0.008133763336217839,0.9822877462809974,0.9896560549728647,0.84375,1.0,0.9800995024875622,decrease,False,8
wpli,first_click_miss,beta,occipital,temporal,-0.0009071379899978638,-0.0395668095311732,0.9140348154147726,0.9896560549728647,1.0,1.0,0.9353233830845771,decrease,False,8
wpli,first_click_miss,beta,temporal,temporal,0.00925355777144432,0.33837999373612965,0.3704042090512508,0.9896560549728647,0.4609375,1.0,0.3582089552238806,increase,False,8
wpli,first_click_miss,gamma,frontal,frontal,0.001449625939130783,0.06033185374417336,0.8693311038654705,0.9127976590587441,1.0,1.0,0.8656716417910447,increase,False,8
wpli,first_click_miss,gamma,frontal,frontal_central,-0.003828246146440506,-0.18575135171061033,0.6155416412407284,0.8201823321377221,0.84375,0.984375,0.6716417910447762,decrease,False,8
wpli,first_click_miss,gamma,frontal,central,0.005054041743278503,0.14045102199980364,0.7030134275466189,0.8201823321377221,0.7421875,0.9168198529411764,0.6417910447761194,increase,False,8
wpli,first_click_miss,gamma,frontal,parietal,-0.004438947886228561,-0.19965526818511314,0.5899002619388631,0.8201823321377221,0.640625,0.9168198529411764,0.6019900497512438,decrease,False,8
wpli,first_click_miss,gamma,frontal,occipital,-0.010720506310462952,-0.651791135713522,0.10778324744906442,0.8201823321377221,0.109375,0.9168198529411764,0.10945273631840796,decrease,False,8
wpli,first_click_miss,gamma,frontal,temporal,-0.009886618703603745,-0.4378965675434553,0.2554293319613233,0.8201823321377221,0.3125,0.9168198529411764,0.2885572139303483,decrease,False,8
wpli,first_click_miss,gamma,frontal_central,frontal_central,0.005383897572755814,0.3823136977693479,0.31538271006864255,0.8201823321377221,0.3828125,0.9168198529411764,0.34328358208955223,increase,False,8
wpli,first_click_miss,gamma,frontal_central,central,-0.00036234036087989807,-0.011163732378904624,0.9756917869249022,0.9756917869249022,0.7421875,0.9168198529411764,0.9950248756218906,decrease,False,8
wpli,first_click_miss,gamma,frontal_central,parietal,-0.003532934933900833,-0.1853593928130992,0.6162731621705173,0.8201823321377221,0.640625,0.9168198529411764,0.5771144278606966,decrease,False,8
wpli,first_click_miss,gamma,frontal_central,occipital,-0.006896618753671646,-0.28207493554517,0.45118213413969355,0.8201823321377221,0.4609375,0.9168198529411764,0.4427860696517413,decrease,False,8
wpli,first_click_miss,gamma,frontal_central,temporal,0.007483363151550293,0.26165817261040164,0.48332824513692874,0.8201823321377221,0.4609375,0.9168198529411764,0.4975124378109453,increase,False,8
wpli,first_click_miss,gamma,central,central,-0.011868327856063843,-0.4076150765202325,0.28679237528358204,0.8201823321377221,0.3125,0.9168198529411764,0.24875621890547264,decrease,False,8
wpli,first_click_miss,gamma,central,parietal,0.0014542937278747559,0.07654253556141878,0.834775974698272,0.9127976590587441,1.0,1.0,0.8507462686567164,increase,False,8
wpli,first_click_miss,gamma,central,occipital,0.012324359267950058,0.3051086226778094,0.4167340112927823,0.8201823321377221,0.4609375,0.9168198529411764,0.42786069651741293,increase,False,8
wpli,first_click_miss,gamma,central,temporal,-0.0033098720014095306,-0.1464793208606948,0.6910508028590125,0.8201823321377221,0.640625,0.9168198529411764,0.6567164179104478,decrease,False,8
wpli,first_click_miss,gamma,parietal,parietal,-0.004636488854885101,-0.1621544744875969,0.6603914914088161,0.8201823321377221,0.7421875,0.9168198529411764,0.6069651741293532,decrease,False,8
wpli,first_click_miss,gamma,parietal,occipital,0.0026983581483364105,0.31804636627680843,0.39823675248726015,0.8201823321377221,0.640625,0.9168198529411764,0.44776119402985076,increase,False,8
wpli,first_click_miss,gamma,parietal,temporal,0.007074739784002304,0.42155199336806876,0.27197894076689855,0.8201823321377221,0.25,0.9168198529411764,0.26865671641791045,increase,False,8
wpli,first_click_miss,gamma,occipital,occipital,0.011863578110933304,0.22757739447528139,0.5402866652264415,0.8201823321377221,0.9453125,1.0,0.6169154228855721,increase,False,8
wpli,first_click_miss,gamma,occipital,temporal,0.005250614136457443,0.1419500759785573,0.7000300794797806,0.8201823321377221,0.640625,0.9168198529411764,0.6716417910447762,increase,False,8
wpli,first_click_miss,gamma,temporal,temporal,0.011448405683040619,0.28482497223358644,0.44696751585371874,0.8201823321377221,0.640625,0.9168198529411764,0.48756218905472637,increase,False,8
wpli,network_jitter,theta,frontal,frontal,0.014628427103161812,0.5173931628838047,0.15922070793152723,0.7657120790416774,0.1640625,0.77109375,0.15920398009950248,increase,False,9
wpli,network_jitter,theta,frontal,frontal_central,0.009446061216294765,0.25680900197729034,0.4631889284794175,0.7657120790416774,0.65234375,0.77109375,0.44776119402985076,increase,False,9
wpli,network_jitter,theta,frontal,central,-0.0026532476767897606,-0.12393729015738758,0.7196881929880795,0.8048590087573793,0.49609375,0.77109375,0.6766169154228856,decrease,False,9
wpli,network_jitter,theta,frontal,parietal,0.0007512834272347391,0.054842812390934526,0.8733962831556095,0.91706609731339,0.734375,0.77109375,0.8805970149253731,increase,False,9
wpli,network_jitter,theta,frontal,occipital,0.017054375261068344,0.37763554894499596,0.29006267067052033,0.7657120790416774,0.359375,0.77109375,0.2885572139303483,increase,False,9
wpli,network_jitter,theta,frontal,temporal,0.0034941036719828844,0.22957360254228448,0.5104747193611182,0.7657120790416774,0.65234375,0.77109375,0.5223880597014925,increase,False,9
wpli,network_jitter,theta,frontal_central,frontal_central,-0.01041556429117918,-0.2592213617432389,0.45914481578486743,0.7657120790416774,0.42578125,0.77109375,0.4626865671641791,decrease,False,9
wpli,network_jitter,theta,frontal_central,central,-0.0009975068969652057,-0.03326091232954213,0.9229720017431218,0.9229720017431218,1.0,1.0,0.9651741293532339,decrease,False,9
wpli,network_jitter,theta,frontal_central,parietal,-0.005431639030575752,-0.270221238474009,0.4410060614838244,0.7657120790416774,0.5703125,0.77109375,0.4228855721393035,decrease,False,9
wpli,network_jitter,theta,frontal_central,occipital,0.014116602018475533,0.33605709548491514,0.34288899773665155,0.7657120790416774,0.734375,0.77109375,0.39800995024875624,increase,False,9
wpli,network_jitter,theta,frontal_central,temporal,0.0028129848651587963,0.17880659853767605,0.6062588861219427,0.7957147880350498,0.42578125,0.77109375,0.5373134328358209,increase,False,9
wpli,network_jitter,theta,central,central,0.009545273147523403,0.34461540636539073,0.33144624429391756,0.7657120790416774,0.359375,0.77109375,0.3333333333333333,increase,False,9
wpli,network_jitter,theta,central,parietal,0.009178876876831055,0.3836846555247547,0.2829491666064013,0.7657120790416774,0.30078125,0.77109375,0.3034825870646766,increase,False,9
wpli,network_jitter,theta,central,occipital,0.006920936983078718,0.2452013440525483,0.4829782400572957,0.7657120790416774,0.65234375,0.77109375,0.5124378109452736,increase,False,9
wpli,network_jitter,theta,central,temporal,0.009029064327478409,0.2872950283918943,0.4138378266543177,0.7657120790416774,0.49609375,0.77109375,0.4626865671641791,increase,False,9
wpli,network_jitter,theta,parietal,parietal,-0.01645766757428646,-0.39738011235916537,0.2673663596008363,0.7657120790416774,0.30078125,0.77109375,0.23383084577114427,decrease,False,9
wpli,network_jitter,theta,parietal,occipital,0.0053039491176605225,0.11998156182662871,0.728205769828105,0.8048590087573793,0.734375,0.77109375,0.7412935323383084,increase,False,9
wpli,network_jitter,theta,parietal,temporal,0.002675559837371111,0.1255642478332745,0.7161969423102715,0.8048590087573793,0.734375,0.77109375,0.6517412935323383,increase,False,9
wpli,network_jitter,theta,occipital,occipital,-0.021027717739343643,-0.3044796266834963,0.38771169567240815,0.7657120790416774,0.42578125,0.77109375,0.35323383084577115,decrease,False,9
wpli,network_jitter,theta,occipital,temporal,0.018738828599452972,0.41910505321946007,0.24410187802549804,0.7657120790416774,0.25,0.77109375,0.22388059701492538,increase,False,9
wpli,network_jitter,theta,temporal,temporal,0.0070008207112550735,0.19030733017600118,0.5837295821992925,0.7957147880350498,0.5703125,0.77109375,0.6467661691542289,increase,False,9
wpli,network_jitter,alpha,frontal,frontal,0.006871882360428572,0.48440337332419053,0.18423742204872767,0.7548136042983122,0.359375,0.8385416666666667,0.21890547263681592,increase,False,9
wpli,network_jitter,alpha,frontal,frontal_central,0.007127079647034407,0.48296825031694124,0.1854010086241901,0.7548136042983122,0.1640625,0.8385416666666667,0.1691542288557214,increase,False,9
wpli,network_jitter,alpha,frontal,central,-0.0034442576579749584,-0.2603641745156204,0.4572372880918244,0.7548136042983122,0.734375,0.9071691176470588,0.5024875621890548,decrease,False,9
wpli,network_jitter,alpha,frontal,parietal,-0.0033113094978034496,-0.2757864438430392,0.43201841795506,0.7548136042983122,0.5703125,0.9071691176470588,0.4129353233830846,decrease,False,9
wpli,network_jitter,alpha,frontal,occipital,0.0019952389411628246,0.1668463680442801,0.6301731066557761,0.9452596599836641,0.734375,0.9071691176470588,0.5671641791044776,increase,False,9
wpli,network_jitter,alpha,frontal,temporal,-0.006349023897200823,-0.48812623984312653,0.1812490492646628,0.7548136042983122,0.25,0.8385416666666667,0.14925373134328357,decrease,False,9
wpli,network_jitter,alpha,frontal_central,frontal_central,-0.0003265241684857756,-0.025495773640992144,0.9409096672025977,0.949892669016377,1.0,1.0,0.9353233830845771,decrease,False,9
wpli,network_jitter,alpha,frontal_central,central,0.004694988485425711,0.35501838024570687,0.3179374165327786,0.7548136042983122,0.1640625,0.8385416666666667,0.3333333333333333,increase,False,9
wpli,network_jitter,alpha,frontal_central,parietal,-0.0029199784621596336,-0.25439141562940126,0.46726556456562185,0.7548136042983122,0.49609375,0.9071691176470588,0.3880597014925373,decrease,False,9
wpli,network_jitter,alpha,frontal_central,occipital,-0.004990614019334316,-0.2761892057992398,0.4313729186312809,0.7548136042983122,0.359375,0.8385416666666667,0.42786069651741293,decrease,False,9
wpli,network_jitter,alpha,frontal_central,temporal,-0.0002684295177459717,-0.02161320199932956,0.949892669016377,0.949892669016377,1.0,1.0,0.9552238805970149,decrease,False,9
wpli,network_jitter,alpha,central,central,0.0028577547054737806,0.1445789278182718,0.6759385336394637,0.9463139470952491,0.734375,0.9071691176470588,0.6268656716417911,increase,False,9
wpli,network_jitter,alpha,central,parietal,-0.0005607406492345035,-0.026845761735234026,0.9377882685242075,0.949892669016377,0.91015625,1.0,0.9552238805970149,decrease,False,9
wpli,network_jitter,alpha,central,occipital,-0.009409133344888687,-0.4892589734973871,0.18034830383210868,0.7548136042983122,0.30078125,0.8385416666666667,0.15422885572139303,decrease,False,9
wpli,network_jitter,alpha,central,temporal,-0.001677433610893786,-0.09686817498524673,0.7787449030181502,0.949892669016377,0.734375,0.9071691176470588,0.7512437810945274,decrease,False,9
wpli,network_jitter,alpha,parietal,parietal,-0.013989816419780254,-0.7666329613440749,0.050478804352764466,0.7548136042983122,0.0546875,0.8385416666666667,0.04975124378109453,decrease,False,9
wpli,network_jitter,alpha,parietal,occipital,-0.0008560584392398596,-0.04814308205653031,0.8887337210141397,0.949892669016377,0.734375,0.9071691176470588,0.8805970149253731,decrease,False,9
wpli,network_jitter,alpha,parietal,temporal,-0.0061173043213784695,-0.3821415658642175,0.28475024270119886,0.7548136042983122,0.42578125,0.894140625,0.31840796019900497,decrease,False,9
wpli,network_jitter,alpha,occipital,occipital,-0.011181380599737167,-0.32768304537812326,0.3543752869771482,0.7548136042983122,0.30078125,0.8385416666666667,0.39303482587064675,decrease,False,9
wpli,network_jitter,alpha,occipital,temporal,-0.000814841827377677,-0.05298502903619378,0.8776438399883252,0.949892669016377,0.91015625,1.0,0.8656716417910447,decrease,False,9
wpli,network_jitter,alpha,temporal,temporal,-0.006640550214797258,-0.3664568612051321,0.3035861192522139,0.7548136042983122,0.30078125,0.8385416666666667,0.31840796019900497,decrease,False,9
wpli,network_jitter,beta,frontal,frontal,0.0023624864406883717,0.14341744994784528,0.6783677547767362,0.7395585381692533,0.91015625,0.91015625,0.6666666666666666,increase,False,9
wpli,network_jitter,beta,frontal,frontal_central,0.009849107824265957,0.6737093755115691,0.07792216431843897,0.64665574476748,0.09765625,0.7109375,0.09950248756218906,increase,False,9
wpli,network_jitter,beta,frontal,central,-0.0029898120556026697,-0.41693693314232944,0.24634504562570667,0.64665574476748,0.25,0.75,0.25870646766169153,decrease,False,9
wpli,network_jitter,beta,frontal,parietal,-0.006599495653063059,-0.8812879483732263,0.029535693856570136,0.6202495709879728,0.02734375,0.57421875,0.03980099502487562,decrease,False,9
wpli,network_jitter,beta,frontal,occipital,-0.0038887758273631334,-0.48199996496614933,0.18618974206671732,0.64665574476748,0.30078125,0.7546875000000001,0.23383084577114427,decrease,False,9
wpli,network_jitter,beta,frontal,temporal,-0.004843632224947214,-0.4379965331856068,0.225274838326014,0.64665574476748,0.203125,0.7109375,0.20398009950248755,decrease,False,9
wpli,network_jitter,beta,frontal_central,frontal_central,0.007583492435514927,0.4745544952263599,0.1923540261773187,0.64665574476748,0.203125,0.7109375,0.18407960199004975,increase,False,9
wpli,network_jitter,beta,frontal_central,central,0.0051949420012533665,0.6365336207166322,0.09258813474705375,0.64665574476748,0.203125,0.7109375,0.12437810945273632,increase,False,9
wpli,network_jitter,beta,frontal_central,parietal,-0.0018748475704342127,-0.18486162151548838,0.5943392891204669,0.7395585381692533,0.65234375,0.8058363970588235,0.6119402985074627,decrease,False,9
wpli,network_jitter,beta,frontal_central,occipital,-0.005888591054826975,-0.37977782464564985,0.28752714505544436,0.6708966717960368,0.359375,0.7546875000000001,0.3283582089552239,decrease,False,9
wpli,network_jitter,beta,frontal_central,temporal,0.0036876467056572437,0.25410340780754465,0.4677527732186919,0.7395585381692533,0.49609375,0.7984375,0.43283582089552236,increase,False,9
wpli,network_jitter,beta,central,central,0.0031731559429317713,0.19716631597306084,0.5705180937143267,0.7395585381692533,0.5703125,0.7984375,0.5223880597014925,increase,False,9
wpli,network_jitter,beta,central,parietal,-0.002776205539703369,-0.26278553174528124,0.4532132812707831,0.7395585381692533,0.65234375,0.8058363970588235,0.46766169154228854,decrease,False,9
wpli,network_jitter,beta,central,occipital,-0.011263330467045307,-0.5514940037204161,0.13662620467482003,0.64665574476748,0.1640625,0.7109375,0.14925373134328357,decrease,False,9
wpli,network_jitter,beta,central,temporal,-0.002515478292480111,-0.21409290059588876,0.5386580226456099,0.7395585381692533,0.5703125,0.7984375,0.4925373134328358,decrease,False,9
wpli,network_jitter,beta,parietal,parietal,-0.003911985084414482,-0.27005946255253166,0.4412692640450414,0.7395585381692533,0.5703125,0.7984375,0.5223880597014925,decrease,False,9
wpli,network_jitter,beta,parietal,occipital,-0.0005037254886701703,-0.03399859659797627,0.9212701915720066,0.9212701915720066,0.8203125,0.9066611842105263,0.9104477611940298,decrease,False,9
wpli,network_jitter,beta,parietal,temporal,-0.0018789800815284252,-0.13111410061472947,0.7043414649230983,0.7395585381692533,0.91015625,0.91015625,0.6965174129353234,decrease,False,9
wpli,network_jitter,beta,occipital,occipital,-0.004882620647549629,-0.17836934500700055,0.6071245431176024,0.7395585381692533,0.359375,0.7546875000000001,0.5373134328358209,decrease,False,9
wpli,network_jitter,beta,occipital,temporal,-0.0015673405723646283,-0.1335167364335335,0.699235301874781,0.7395585381692533,0.734375,0.8567708333333334,0.681592039800995,decrease,False,9
wpli,network_jitter,beta,temporal,temporal,-0.003851592540740967,-0.2710228913448384,0.43970357042072994,0.7395585381692533,0.42578125,0.7984375,0.43283582089552236,decrease,False,9
wpli,network_jitter,gamma,frontal,frontal,-0.0025427143555134535,-0.21455960141991992,0.537794861454066,0.7612117507507349,0.65234375,0.7610677083333334,0.48258706467661694,decrease,False,9
wpli,network_jitter,gamma,frontal,frontal_central,0.0044891005381941795,0.3371913382839329,0.3413553079391151,0.7612117507507349,0.359375,0.7610677083333334,0.39303482587064675,increase,False,9
wpli,network_jitter,gamma,frontal,central,-0.006137841381132603,-0.3095472050887334,0.38024107186782397,0.7612117507507349,0.359375,0.7610677083333334,0.4079601990049751,decrease,False,9
wpli,network_jitter,gamma,frontal,parietal,-0.01069711335003376,-0.7845712117451688,0.04641142787070605,0.7612117507507349,0.01953125,0.41015625,0.014925373134328358,decrease,False,9
wpli,network_jitter,gamma,frontal,occipital,-0.0035492645110934973,-0.2605355373097864,0.45695173066144856,0.7612117507507349,0.49609375,0.7610677083333334,0.48258706467661694,decrease,False,9
wpli,network_jitter,gamma,frontal,temporal,-0.0030438106041401625,-0.22872547099690813,0.5119946124726875,0.7612117507507349,0.5703125,0.7610677083333334,0.472636815920398,decrease,False,9
wpli,network_jitter,gamma,frontal_central,frontal_central,0.005393120925873518,0.17379571513102327,0.6162190363220235,0.7612117507507349,0.5703125,0.7610677083333334,0.7860696517412935,increase,False,9
wpli,network_jitter,gamma,frontal_central,central,0.0026420289650559425,0.30253572760508163,0.3906056430706313,0.7612117507507349,0.65234375,0.7610677083333334,0.43283582089552236,increase,False,9
wpli,network_jitter,gamma,frontal_central,parietal,-0.004705157596617937,-0.37018615486483913,0.299019772663035,0.7612117507507349,0.25,0.7610677083333334,0.31840796019900497,decrease,False,9
wpli,network_jitter,gamma,frontal_central,occipital,-0.007701363880187273,-0.38727030749020236,0.27879963882099995,0.7612117507507349,0.25,0.7610677083333334,0.24875621890547264,decrease,False,9
wpli,network_jitter,gamma,frontal_central,temporal,0.003941088914871216,0.20958856238415546,0.5470313459655894,0.7612117507507349,0.8203125,0.861328125,0.582089552238806,increase,False,9
wpli,network_jitter,gamma,central,central,-0.003439949592575431,-0.09558581570131731,0.781584652531216,0.8206638851577769,0.49609375,0.7610677083333334,0.7761194029850746,decrease,False,9
wpli,network_jitter,gamma,central,parietal,-0.0028726260643452406,-0.17527503497466393,0.6132696151833954,0.7612117507507349,0.65234375,0.7610677083333334,0.6268656716417911,decrease,False,9
wpli,network_jitter,gamma,central,occipital,-0.014555792324244976,-0.6473845781397706,0.08805294425796374,0.7612117507507349,0.12890625,0.7610677083333334,0.07462686567164178,decrease,False,9
wpli,network_jitter,gamma,central,temporal,-0.002732094842940569,-0.10952356765630117,0.7509157570599869,0.8206638851577769,1.0,1.0,0.7611940298507462,decrease,False,9
wpli,network_jitter,gamma,parietal,parietal,0.00524560920894146,0.24399703582130824,0.48506256373439727,0.7612117507507349,0.25,0.7610677083333334,0.5024875621890548,increase,False,9
