metric,scenario,band,roi_a,roi_b,delta_mean,cohens_d,t_p_raw,t_p_fdr,wilcoxon_p_raw,wilcoxon_p_fdr,perm_p_raw,direction,significant,n_subjects
aec,button_delay,beta,parietal,parietal,-0.024333806708455086,-0.8110278945880002,0.07554529064311019,0.26189426289924794,0.109375,0.3828125,0.1044776119402985,decrease,False,7
aec,button_delay,beta,parietal,occipital,0.0102724963799119,0.3000008914689091,0.45758660546658736,0.686379908199881,0.8125,0.8980263157894737,0.5422885572139303,increase,False,7
aec,button_delay,beta,parietal,temporal,-0.0190841406583786,-0.4669426398881803,0.2628524409032122,0.5271976748446494,0.375,0.7159090909090908,0.35323383084577115,decrease,False,7
aec,button_delay,beta,occipital,occipital,-0.09533701092004776,-1.771022128995532,0.0033759342568381156,0.07089461939360044,0.015625,0.1640625,0.004975124378109453,decrease,False,7
aec,button_delay,beta,occipital,temporal,-0.036143187433481216,-1.2720143612626924,0.01512761204609034,0.15883992648394857,0.015625,0.1640625,0.01990049751243781,decrease,False,7
aec,button_delay,beta,temporal,temporal,-0.03469778224825859,-1.056659971661442,0.0313427441601413,0.21939920912098912,0.03125,0.1640625,0.01990049751243781,decrease,False,7
aec,button_delay,gamma,frontal,frontal,-0.02429674193263054,-0.3585275713846585,0.37946069176781716,0.66405621059368,0.375,0.65625,0.5024875621890548,decrease,False,7
aec,button_delay,gamma,frontal,frontal_central,-0.0055725062265992165,-0.1882580089629375,0.6361521070945424,0.8833864075347087,0.6875,0.8020833333333334,0.6965174129353234,decrease,False,7
aec,button_delay,gamma,frontal,central,-0.026171382516622543,-0.7652600407300447,0.08931857737100707,0.36201743005222414,0.109375,0.41015625,0.08955223880597014,decrease,False,7
aec,button_delay,gamma,frontal,parietal,-0.0018865641904994845,-0.07541251489480533,0.8484439446846423,0.8833864075347087,0.6875,0.8020833333333334,0.8308457711442786,decrease,False,7
aec,button_delay,gamma,frontal,occipital,-0.02294829860329628,-0.6668183400056038,0.12814206810638584,0.36201743005222414,0.21875,0.5104166666666667,0.13930348258706468,decrease,False,7
aec,button_delay,gamma,frontal,temporal,-0.005762544460594654,-0.21035258340864907,0.5979700871609503,0.8833864075347087,0.46875,0.65625,0.6467661691542289,decrease,False,7
aec,button_delay,gamma,frontal_central,frontal_central,0.04159707576036453,0.6602194961931618,0.1312744890219696,0.36201743005222414,0.046875,0.328125,0.04975124378109453,increase,False,7
aec,button_delay,gamma,frontal_central,central,-0.0033063238952308893,-0.08496502570685248,0.8295978930414464,0.8833864075347087,0.6875,0.8020833333333334,0.835820895522388,decrease,False,7
aec,button_delay,gamma,frontal_central,parietal,0.00874940026551485,0.5054829344938868,0.22956277876117526,0.4382562139986073,0.375,0.65625,0.29850746268656714,increase,False,7
aec,button_delay,gamma,frontal_central,occipital,-0.020884105935692787,-0.6581615828388848,0.13226656694895916,0.36201743005222414,0.15625,0.41015625,0.16417910447761194,decrease,False,7
aec,button_delay,gamma,frontal_central,temporal,-0.003962646704167128,-0.05914157492382695,0.8807916850685364,0.8833864075347087,0.9375,1.0,0.9104477611940298,decrease,False,7
aec,button_delay,gamma,central,central,-0.03483251482248306,-1.2257267444247724,0.017621115415478724,0.1850217118625266,0.03125,0.328125,0.07462686567164178,decrease,False,7
aec,button_delay,gamma,central,parietal,-0.009563256986439228,-0.5075285573059978,0.22790577682371782,0.4382562139986073,0.296875,0.6234375000000001,0.2537313432835821,decrease,False,7
aec,button_delay,gamma,central,occipital,-0.01927849091589451,-0.5568458759830489,0.19110662813675627,0.4382562139986073,0.15625,0.41015625,0.15920398009950248,decrease,False,7
aec,button_delay,gamma,central,temporal,-0.02454550564289093,-0.6467314112609309,0.1379114019246568,0.36201743005222414,0.15625,0.41015625,0.14925373134328357,decrease,False,7
aec,button_delay,gamma,parietal,parietal,-0.011671082116663456,-0.2375053392701106,0.5529074189420737,0.8833864075347087,0.46875,0.65625,0.5621890547263682,decrease,False,7
aec,button_delay,gamma,parietal,occipital,-0.00942601915448904,-0.7451908283653017,0.09613814933610292,0.36201743005222414,0.109375,0.41015625,0.0845771144278607,decrease,False,7
aec,button_delay,gamma,parietal,temporal,-0.004100383725017309,-0.12096873536560636,0.7597799828775095,0.8833864075347087,1.0,1.0,0.7860696517412935,decrease,False,7
aec,button_delay,gamma,occipital,occipital,-0.10387164354324341,-1.854587298362392,0.002692422169859714,0.056540865567054,0.015625,0.328125,0.009950248756218905,decrease,False,7
aec,button_delay,gamma,occipital,temporal,-0.0015762150287628174,-0.05784240569077291,0.8833864075347087,0.8833864075347087,1.0,1.0,0.9154228855721394,decrease,False,7
aec,button_delay,gamma,temporal,temporal,-0.007386264856904745,-0.13198995553437612,0.7388589535149956,0.8833864075347087,0.46875,0.65625,0.7761194029850746,decrease,False,7
aec,coupon_expired,theta,frontal,frontal,0.08480226248502731,0.6757816725258092,0.2693949358326227,0.47144113770708973,0.375,0.6057692307692307,0.3880597014925373,increase,False,4
aec,coupon_expired,theta,frontal,frontal_central,0.06324975192546844,1.7280404164239915,0.040756051433300564,0.41633569933176023,0.125,0.47727272727272724,0.12935323383084577,increase,False,4
aec,coupon_expired,theta,frontal,central,0.07537390291690826,0.8466837551867002,0.188960314936768,0.43874514979934914,0.25,0.47727272727272724,0.2935323383084577,increase,False,4
aec,coupon_expired,theta,frontal,parietal,0.06866366416215897,0.7515963940904401,0.22981888799013528,0.43874514979934914,0.25,0.47727272727272724,0.25870646766169153,increase,False,4
aec,coupon_expired,theta,frontal,occipital,0.08859799802303314,0.7611275450985283,0.22530927828398753,0.43874514979934914,0.25,0.47727272727272724,0.31343283582089554,increase,False,4
aec,coupon_expired,theta,frontal,temporal,0.11126492917537689,2.6838094628090583,0.01265776733987121,0.2658131141372954,0.125,0.47727272727272724,0.11940298507462686,increase,False,4
aec,coupon_expired,theta,frontal_central,frontal_central,0.015623234212398529,0.29049880114276455,0.6020122813951982,0.6872656065144868,1.0,1.0,0.8855721393034826,increase,False,4
aec,coupon_expired,theta,frontal_central,central,0.01815519481897354,0.2475365462948002,0.6545386728709397,0.6872656065144868,0.875,0.9671052631578947,0.7661691542288557,increase,False,4
aec,coupon_expired,theta,frontal_central,parietal,0.07609310746192932,1.244994206397928,0.08848496048212867,0.41633569933176023,0.125,0.47727272727272724,0.11940298507462686,increase,False,4
aec,coupon_expired,theta,frontal_central,occipital,0.05278383195400238,0.3557757732645876,0.5280816243895389,0.6872656065144868,0.625,0.7291666666666667,0.5472636815920398,increase,False,4
aec,coupon_expired,theta,frontal_central,temporal,0.09832634776830673,0.9254244151957413,0.1612885852234612,0.43874514979934914,0.25,0.47727272727272724,0.3034825870646766,increase,False,4
aec,coupon_expired,theta,central,central,0.02922644652426243,0.17405419649052303,0.750753419282554,0.750753419282554,1.0,1.0,0.835820895522388,increase,False,4
aec,coupon_expired,theta,central,parietal,0.032042600214481354,0.5375190951024462,0.3611229928630323,0.5416844892945485,0.625,0.7291666666666667,0.47761194029850745,increase,False,4
aec,coupon_expired,theta,central,occipital,0.11006814241409302,0.6053016005254395,0.31272403189695985,0.5051695899873967,0.375,0.6057692307692307,0.40298507462686567,increase,False,4
aec,coupon_expired,theta,central,temporal,0.06378380209207535,0.8534682950926653,0.1863730963499001,0.43874514979934914,0.25,0.47727272727272724,0.263681592039801,increase,False,4
aec,coupon_expired,theta,parietal,parietal,0.018108772113919258,0.2534130652021467,0.6471813431670814,0.6872656065144868,0.625,0.7291666666666667,0.7064676616915423,increase,False,4
aec,coupon_expired,theta,parietal,occipital,0.0859784483909607,1.382465278620106,0.06986370079964396,0.41633569933176023,0.125,0.47727272727272724,0.14925373134328357,increase,False,4
aec,coupon_expired,theta,parietal,temporal,0.01633557677268982,0.28943368358153104,0.60327844644496,0.6872656065144868,0.625,0.7291666666666667,0.6069651741293532,increase,False,4
aec,coupon_expired,theta,occipital,occipital,0.07298712432384491,0.8003896133968103,0.2077380632128467,0.43874514979934914,0.25,0.47727272727272724,0.2835820895522388,increase,False,4
aec,coupon_expired,theta,occipital,temporal,0.12302735447883606,1.1815141967095997,0.09912754745994291,0.41633569933176023,0.125,0.47727272727272724,0.15920398009950248,increase,False,4
aec,coupon_expired,theta,temporal,temporal,0.07989087700843811,0.36059364308605973,0.5229164986798439,0.6872656065144868,0.625,0.7291666666666667,0.5174129353233831,increase,False,4
aec,coupon_expired,alpha,frontal,frontal,0.04248396307229996,0.34962442395722704,0.5347351412760876,0.9936012375210923,0.625,1.0,0.5323383084577115,increase,False,4
aec,coupon_expired,alpha,frontal,frontal_central,0.0021357163786888123,0.01768823533027844,0.9740017778034717,0.9936012375210923,1.0,1.0,1.0,increase,False,4
aec,coupon_expired,alpha,frontal,central,0.014139026403427124,0.10882461158385942,0.8416656241110241,0.9936012375210923,0.875,1.0,0.8258706467661692,increase,False,4
aec,coupon_expired,alpha,frontal,parietal,0.05699124187231064,0.4651944919736402,0.42079894610996627,0.9936012375210923,0.375,1.0,0.4079601990049751,increase,False,4
aec,coupon_expired,alpha,frontal,occipital,0.10464094579219818,1.2212047370648014,0.09230165589129646,0.9691673868586129,0.25,1.0,0.2935323383084577,increase,False,4
aec,coupon_expired,alpha,frontal,temporal,0.024394437670707703,0.21763928719276654,0.6927743101413077,0.9936012375210923,0.625,1.0,0.5970149253731343,increase,False,4
aec,coupon_expired,alpha,frontal_central,frontal_central,-0.016199979931116104,-0.1839751368875279,0.737338632310051,0.9936012375210923,0.875,1.0,0.7263681592039801,decrease,False,4
aec,coupon_expired,alpha,frontal_central,central,0.00045435503125190735,0.004352350192759451,0.9936012375210923,0.9936012375210923,0.875,1.0,1.0,increase,False,4
aec,coupon_expired,alpha,frontal_central,parietal,0.04585249349474907,0.5161022149969379,0.3778990348065932,0.9936012375210923,0.375,1.0,0.4527363184079602,increase,False,4
aec,coupon_expired,alpha,frontal_central,occipital,0.0794982761144638,2.00165008857572,0.02794805082262677,0.5869090672751622,0.125,1.0,0.14427860696517414,increase,False,4
aec,coupon_expired,alpha,frontal_central,temporal,0.009743776172399521,0.07647990582479942,0.8881389884350631,0.9936012375210923,0.875,1.0,0.845771144278607,increase,False,4
aec,coupon_expired,alpha,central,central,0.019296996295452118,0.08899029918641621,0.8700778265470532,0.9936012375210923,1.0,1.0,1.0,increase,False,4
aec,coupon_expired,alpha,central,parietal,0.002971697598695755,0.02677457149240534,0.9606607827727962,0.9936012375210923,1.0,1.0,1.0,increase,False,4
aec,coupon_expired,alpha,central,occipital,0.05949607118964195,0.2686684677462993,0.6283336590805806,0.9936012375210923,0.625,1.0,0.6368159203980099,increase,False,4
aec,coupon_expired,alpha,central,temporal,0.007941240444779396,0.06882846736502586,0.8992313796535951,0.9936012375210923,0.875,1.0,1.0,increase,False,4
aec,coupon_expired,alpha,parietal,parietal,0.033593639731407166,0.3854709571983311,0.4968939832212325,0.9936012375210923,0.875,1.0,0.7562189054726368,increase,False,4
aec,coupon_expired,alpha,parietal,occipital,0.0343405082821846,0.2790527773010927,0.615716320090888,0.9936012375210923,0.625,1.0,0.6169154228855721,increase,False,4
aec,coupon_expired,alpha,parietal,temporal,0.03485248237848282,0.3439427469513926,0.5409393066369959,0.9936012375210923,0.625,1.0,0.4527363184079602,increase,False,4
aec,coupon_expired,alpha,occipital,occipital,0.007001861929893494,0.02575494793202651,0.9621571147376992,0.9936012375210923,0.875,1.0,1.0,increase,False,4
aec,coupon_expired,alpha,occipital,temporal,0.05728103965520859,0.5851404546413501,0.3263973840184468,0.9936012375210923,0.625,1.0,0.5074626865671642,increase,False,4
aec,coupon_expired,alpha,temporal,temporal,-0.03986769914627075,-0.3969413817295131,0.48526173334832945,0.9936012375210923,0.625,1.0,0.4975124378109453,decrease,False,4
aec,coupon_expired,beta,frontal,frontal,-0.0007310155779123306,-0.0153125398197356,0.9774920348328047,0.9774920348328047,0.875,0.9187500000000001,1.0,decrease,False,4
aec,coupon_expired,beta,frontal,frontal_central,-0.01185888797044754,-0.1712098506821147,0.7546217005397381,0.8803919839630279,0.875,0.9187500000000001,0.7562189054726368,decrease,False,4
aec,coupon_expired,beta,frontal,central,-0.01097843050956726,-0.442470005765683,0.4413637347392383,0.7684472431465971,0.375,0.7159090909090908,0.4129353233830846,decrease,False,4
aec,coupon_expired,beta,frontal,parietal,0.0217709019780159,1.5401097491770641,0.05412660500760391,0.3788862350532274,0.125,0.65625,0.12935323383084577,increase,False,4
aec,coupon_expired,beta,frontal,occipital,-0.02594013512134552,-0.7214376264053824,0.244752351580352,0.7342570547410561,0.375,0.7159090909090908,0.373134328358209,decrease,False,4
aec,coupon_expired,beta,frontal,temporal,-0.03404536470770836,-0.84684575576565,0.18889807771139655,0.7130445372306896,0.125,0.65625,0.12935323383084577,decrease,False,4
aec,coupon_expired,beta,frontal_central,frontal_central,0.0076710013672709465,0.07296408142781552,0.8932318406720181,0.9378934327056191,1.0,1.0,1.0,increase,False,4
aec,coupon_expired,beta,frontal_central,central,-0.010394947603344917,-0.5445799520040092,0.3557525002893214,0.7684472431465971,0.375,0.7159090909090908,0.35323383084577115,decrease,False,4
aec,coupon_expired,beta,frontal_central,parietal,0.011857520788908005,0.21622169658689247,0.6946196226757149,0.8580595338935301,0.875,0.9187500000000001,0.746268656716418,increase,False,4
aec,coupon_expired,beta,frontal_central,occipital,-0.012137524783611298,-0.3313111017887088,0.5549331914601349,0.7684472431465971,0.625,0.875,0.582089552238806,decrease,False,4
aec,coupon_expired,beta,frontal_central,temporal,-0.0070053283125162125,-0.3404162183116943,0.5448183040340265,0.7684472431465971,0.625,0.875,0.5472636815920398,decrease,False,4
aec,coupon_expired,beta,central,central,0.006029898300766945,0.10524029311615096,0.8467779143578059,0.9359124316586276,0.875,0.9187500000000001,0.8905472636815921,increase,False,4
aec,coupon_expired,beta,central,parietal,0.03256215527653694,1.6531143639548826,0.045520487709973155,0.3788862350532274,0.125,0.65625,0.12437810945273632,increase,False,4
aec,coupon_expired,beta,central,occipital,-0.006437317468225956,-0.3045518345750324,0.5854836138259787,0.7684472431465971,0.625,0.875,0.5870646766169154,decrease,False,4
aec,coupon_expired,beta,central,temporal,-0.05790740251541138,-1.0980384461579966,0.1155951672113704,0.6068746278596947,0.25,0.7159090909090908,0.22885572139303484,decrease,False,4
aec,coupon_expired,beta,parietal,parietal,-0.01751786842942238,-0.3810358675212071,0.5014536678221783,0.7684472431465971,0.875,0.9187500000000001,0.6268656716417911,decrease,False,4
aec,coupon_expired,beta,parietal,occipital,-0.017100851982831955,-0.5557649819459517,0.34740524855998794,0.7684472431465971,0.375,0.7159090909090908,0.373134328358209,decrease,False,4
aec,coupon_expired,beta,parietal,temporal,-0.03667330741882324,-1.6480986887017999,0.04586409057349808,0.3788862350532274,0.125,0.65625,0.13432835820895522,decrease,False,4
aec,coupon_expired,beta,occipital,occipital,-0.0941510796546936,-0.5212147256901395,0.373827255823005,0.7684472431465971,0.375,0.7159090909090908,0.3482587064676617,decrease,False,4
aec,coupon_expired,beta,occipital,temporal,-0.023943472653627396,-0.8098718045465292,0.2037270106373399,0.7130445372306896,0.25,0.7159090909090908,0.26865671641791045,decrease,False,4
aec,coupon_expired,beta,temporal,temporal,0.013058846816420555,0.4018177997691778,0.48038647127871864,0.7684472431465971,0.625,0.875,0.46766169154228854,increase,False,4
aec,coupon_expired,gamma,frontal,frontal,-0.002306181937456131,-0.0449215460161683,0.9340740843993013,0.9869971637122169,1.0,1.0,1.0,decrease,False,4
aec,coupon_expired,gamma,frontal,frontal_central,0.0013275183737277985,0.04448629711383002,0.9347105676260867,0.9869971637122169,0.875,1.0,1.0,increase,False,4
aec,coupon_expired,gamma,frontal,central,-0.0027707554399967194,-0.07988988465375838,0.8832063504830612,0.9869971637122169,1.0,1.0,1.0,decrease,False,4
aec,coupon_expired,gamma,frontal,parietal,-0.023071374744176865,-0.6033696463902325,0.31400859900811506,0.7326867310189352,0.25,0.65625,0.21890547263681592,decrease,False,4
aec,coupon_expired,gamma,frontal,occipital,-0.0038537606596946716,-0.13010391563451515,0.8115406927620951,0.9869971637122169,0.875,1.0,0.8756218905472637,decrease,False,4
aec,coupon_expired,gamma,frontal,temporal,-0.012078732252120972,-0.4149721424123921,0.46744342492300495,0.9816311923383104,0.375,0.7875000000000001,0.3333333333333333,decrease,False,4
aec,coupon_expired,gamma,frontal_central,frontal_central,-0.00517312902957201,-0.1041498464904,0.8483352350060996,0.9869971637122169,0.875,1.0,0.8507462686567164,decrease,False,4
aec,coupon_expired,gamma,frontal_central,central,-0.043071288615465164,-1.2531280546095294,0.08722454079414031,0.37920569422498074,0.125,0.4375,0.14925373134328357,decrease,False,4
aec,coupon_expired,gamma,frontal_central,parietal,0.007164252921938896,0.13608812380409474,0.8031440298180709,0.9869971637122169,0.875,1.0,0.9253731343283582,increase,False,4
aec,coupon_expired,gamma,frontal_central,occipital,-0.033868707716464996,-1.2054896209678736,0.09493360007816427,0.37920569422498074,0.125,0.4375,0.0945273631840796,decrease,False,4
aec,coupon_expired,gamma,frontal_central,temporal,-0.00038413703441619873,-0.008844815997929637,0.9869971637122169,0.9869971637122169,1.0,1.0,1.0,decrease,False,4
aec,coupon_expired,gamma,central,central,-0.0013952720910310745,-0.010833084504434218,0.9840747688974896,0.9869971637122169,0.875,1.0,1.0,decrease,False,4
aec,coupon_expired,gamma,central,parietal,0.02000739797949791,0.3641687809734711,0.5191099675027332,0.9869971637122169,0.625,1.0,0.5223880597014925,increase,False,4
aec,coupon_expired,gamma,central,occipital,0.023482268676161766,0.6181527804159485,0.3043146652578708,0.7326867310189352,0.375,0.7875000000000001,0.4427860696517413,increase,False,4
aec,coupon_expired,gamma,central,temporal,-0.002927983645349741,-0.0694426053685179,0.8983398754387906,0.9869971637122169,1.0,1.0,0.845771144278607,decrease,False,4
aec,coupon_expired,gamma,parietal,parietal,-0.019148025661706924,-1.1328980126126307,0.10834448406428021,0.37920569422498074,0.125,0.4375,0.1691542288557214,decrease,False,4
aec,coupon_expired,gamma,parietal,occipital,-0.004171102307736874,-1.849638254587822,0.034295171364282284,0.360099299324964,0.125,0.4375,0.13432835820895522,decrease,False,4
aec,coupon_expired,gamma,parietal,temporal,-0.022933395579457283,-0.8075227302351973,0.20471256866896703,0.6141377060069011,0.25,0.65625,0.23383084577114427,decrease,False,4
aec,coupon_expired,gamma,occipital,occipital,-0.021721718832850456,-0.22631596402602905,0.6815422204153064,0.9869971637122169,0.875,1.0,0.7412935323383084,decrease,False,4
aec,coupon_expired,gamma,occipital,temporal,-0.0563080757856369,-2.2013085714595295,0.021728621775320194,0.360099299324964,0.125,0.4375,0.14925373134328357,decrease,False,4
aec,coupon_expired,gamma,temporal,temporal,-0.09655972570180893,-1.3271938572986521,0.07670551407885408,0.37920569422498074,0.125,0.4375,0.13930348258706468,decrease,False,4
aec,coupon_min_spend,theta,frontal,frontal,0.011009360663592815,0.18901784786823037,0.5862322890549687,0.9547848765292726,0.734375,0.9066611842105263,0.6318407960199005,increase,False,9
aec,coupon_min_spend,theta,frontal,frontal_central,-0.003661154070869088,-0.04771260864473129,0.8897209636039628,0.9547848765292726,1.0,1.0,0.8955223880597015,decrease,False,9
aec,coupon_min_spend,theta,frontal,central,0.03157467767596245,0.29497450494884614,0.4020112728470181,0.9547848765292726,0.42578125,0.9066611842105263,0.417910447761194,increase,False,9
aec,coupon_min_spend,theta,frontal,parietal,0.02440064586699009,0.2840488653994709,0.41891051564375026,0.9547848765292726,0.65234375,0.9066611842105263,0.472636815920398,increase,False,9
aec,coupon_min_spend,theta,frontal,occipital,0.023585878312587738,0.1701269365342302,0.6235656167797792,0.9547848765292726,0.8203125,0.9066611842105263,0.6218905472636815,increase,False,9
aec,coupon_min_spend,theta,frontal,temporal,0.007061529438942671,0.09451838341287576,0.7839511056408266,0.9547848765292726,0.734375,0.9066611842105263,0.8308457711442786,increase,False,9
aec,coupon_min_spend,theta,frontal_central,frontal_central,-0.003957147244364023,-0.05851980861002723,0.865002386751792,0.9547848765292726,0.8203125,0.9066611842105263,0.835820895522388,decrease,False,9
aec,coupon_min_spend,theta,frontal_central,central,0.027468401938676834,0.33376436785090097,0.3460052858571736,0.9547848765292726,0.49609375,0.9066611842105263,0.35323383084577115,increase,False,9
aec,coupon_min_spend,theta,frontal_central,parietal,0.022555526345968246,0.2448863507423833,0.48352278440457375,0.9547848765292726,0.8203125,0.9066611842105263,0.417910447761194,increase,False,9
aec,coupon_min_spend,theta,frontal_central,occipital,0.027911415323615074,0.24202171203138728,0.488493804243193,0.9547848765292726,0.734375,0.9066611842105263,0.4577114427860697,increase,False,9
aec,coupon_min_spend,theta,frontal_central,temporal,0.010107992216944695,0.16704453529620777,0.6297729444431961,0.9547848765292726,0.49609375,0.9066611842105263,0.6119402985074627,increase,False,9
aec,coupon_min_spend,theta,central,central,0.046066757291555405,0.24722373812878448,0.47949121366395,0.9547848765292726,0.49609375,0.9066611842105263,0.48258706467661694,increase,False,9
aec,coupon_min_spend,theta,central,parietal,0.017998989671468735,0.176303742169415,0.6112230847861897,0.9547848765292726,0.8203125,0.9066611842105263,0.5920398009950248,increase,False,9
aec,coupon_min_spend,theta,central,occipital,-0.004317617975175381,-0.025547614525393295,0.9407897033845707,0.9547848765292726,0.734375,0.9066611842105263,0.9303482587064676,decrease,False,9
aec,coupon_min_spend,theta,central,temporal,0.06896606087684631,0.7689687930820591,0.04992961645066876,0.9547848765292726,0.0546875,0.9066611842105263,0.06965174129353234,increase,False,9
aec,coupon_min_spend,theta,parietal,parietal,0.037304434925317764,0.35421735096502,0.3189620523994363,0.9547848765292726,0.359375,0.9066611842105263,0.3582089552238806,increase,False,9
aec,coupon_min_spend,theta,parietal,occipital,0.013497473672032356,0.10456919035124289,0.7617669362803596,0.9547848765292726,0.8203125,0.9066611842105263,0.7263681592039801,increase,False,9
aec,coupon_min_spend,theta,parietal,temporal,0.0014511181507259607,0.019500150792302332,0.9547848765292726,0.9547848765292726,0.8203125,0.9066611842105263,0.9601990049751243,increase,False,9
aec,coupon_min_spend,theta,occipital,occipital,0.017285287380218506,0.1338122751801755,0.6986083479098883,0.9547848765292726,0.8203125,0.9066611842105263,0.6716417910447762,increase,False,9
aec,coupon_min_spend,theta,occipital,temporal,0.014571268111467361,0.1535537511796124,0.6573053584114421,0.9547848765292726,1.0,1.0,0.6169154228855721,increase,False,9
aec,coupon_min_spend,theta,temporal,temporal,0.042176440358161926,0.40416621557897064,0.2599100041209088,0.9547848765292726,0.359375,0.9066611842105263,0.18407960199004975,increase,False,9
aec,coupon_min_spend,alpha,frontal,frontal,0.08199413865804672,0.6481495223126386,0.08774142295396624,0.14319635703975317,0.1640625,0.2026654411764706,0.08955223880597014,increase,False,9
aec,coupon_min_spend,alpha,frontal,frontal_central,0.06988269835710526,1.1094007495479872,0.010412214288264412,0.10932825002677633,0.01171875,0.123046875,0.004975124378109453,increase,False,9
aec,coupon_min_spend,alpha,frontal,central,0.08407669514417648,1.1345884609923915,0.009308510638773347,0.10932825002677633,0.01953125,0.13671875,0.024875621890547265,increase,False,9
aec,coupon_min_spend,alpha,frontal,parietal,0.06613713502883911,0.6349335622680705,0.09327554445086098,0.14319635703975317,0.09765625,0.1708984375,0.1044776119402985,increase,False,9
aec,coupon_min_spend,alpha,frontal,occipital,0.10768777132034302,0.8212464314672613,0.03909019135853656,0.14319635703975317,0.0390625,0.1640625,0.05472636815920398,increase,False,9
aec,coupon_min_spend,alpha,frontal,temporal,0.06117894873023033,0.7600739320352816,0.052053303366399684,0.14319635703975317,0.07421875,0.1708984375,0.06467661691542288,increase,False,9
aec,coupon_min_spend,alpha,frontal_central,frontal_central,0.06522009521722794,0.5673078956079353,0.12718199475242775,0.15540968329010896,0.09765625,0.1708984375,0.11442786069651742,increase,False,9
aec,coupon_min_spend,alpha,frontal_central,central,0.02893172949552536,0.4261281630721297,0.2369531457284951,0.24880080301491986,0.25,0.2763157894736842,0.263681592039801,increase,False,9
aec,coupon_min_spend,alpha,frontal_central,parietal,0.06949362903833389,0.6149470161784145,0.10228311217125227,0.14319635703975317,0.12890625,0.193359375,0.06467661691542288,increase,False,9
aec,coupon_min_spend,alpha,frontal_central,occipital,0.09112897515296936,0.7310063838882612,0.059639596397594925,0.14319635703975317,0.07421875,0.1708984375,0.08955223880597014,increase,False,9
aec,coupon_min_spend,alpha,frontal_central,temporal,0.0639207735657692,0.819026197179093,0.039498308802123676,0.14319635703975317,0.0546875,0.1708984375,0.03482587064676617,increase,False,9
aec,coupon_min_spend,alpha,central,central,0.037811268121004105,0.24323832724408442,0.4863786423454852,0.4863786423454852,0.734375,0.734375,0.4427860696517413,increase,False,9
aec,coupon_min_spend,alpha,central,parietal,0.07638055086135864,0.6263483341541803,0.09704796221839554,0.14319635703975317,0.25,0.2763157894736842,0.0945273631840796,increase,False,9
aec,coupon_min_spend,alpha,central,occipital,0.08774816989898682,0.6498411604343705,0.08705623766867014,0.14319635703975317,0.1640625,0.2026654411764706,0.0845771144278607,increase,False,9
aec,coupon_min_spend,alpha,central,temporal,0.053258925676345825,0.6756727652831418,0.07721354156967514,0.14319635703975317,0.09765625,0.1708984375,0.12935323383084577,increase,False,9
aec,coupon_min_spend,alpha,parietal,parietal,0.07976970076560974,0.5996768093287386,0.10971544912404115,0.14400152697530402,0.1640625,0.2026654411764706,0.11442786069651742,increase,False,9
aec,coupon_min_spend,alpha,parietal,occipital,0.11056210100650787,0.7752896635487483,0.04847325325434247,0.14319635703975317,0.0390625,0.1640625,0.029850746268656716,increase,False,9
aec,coupon_min_spend,alpha,parietal,temporal,0.0713888555765152,0.6651943264414876,0.08106902252673254,0.14319635703975317,0.09765625,0.1708984375,0.07960199004975124,increase,False,9
aec,coupon_min_spend,alpha,occipital,occipital,0.06373793631792068,0.5570970095261908,0.13320829996295053,0.15540968329010896,0.12890625,0.193359375,0.17412935323383086,increase,False,9
aec,coupon_min_spend,alpha,occipital,temporal,0.09211103618144989,0.9122499460758967,0.02557743534858112,0.14319635703975317,0.00390625,0.08203125,0.009950248756218905,increase,False,9
aec,coupon_min_spend,alpha,temporal,temporal,0.05095667764544487,0.5164010081554408,0.15992618608763465,0.1767605214652804,0.359375,0.37734375000000003,0.16417910447761194,increase,False,9
aec,coupon_min_spend,beta,frontal,frontal,0.0014768756227567792,0.02005394805825782,0.9535025142502178,0.9535025142502178,1.0,1.0,0.9651741293532339,increase,False,9
aec,coupon_min_spend,beta,frontal,frontal_central,0.0011906963773071766,0.03146573869491922,0.9271151026215005,0.9535025142502178,1.0,1.0,0.945273631840796,increase,False,9
aec,coupon_min_spend,beta,frontal,central,0.031225016340613365,0.6349418377520778,0.09327195879480402,0.5888346584053542,0.0390625,0.41015625,0.05970149253731343,increase,False,9
aec,coupon_min_spend,beta,frontal,parietal,-0.004718301352113485,-0.07880034005677257,0.8190618921950938,0.9535025142502178,0.49609375,0.9470880681818181,0.845771144278607,decrease,False,9
aec,coupon_min_spend,beta,frontal,occipital,-0.004433745983988047,-0.04388701355535428,0.8985034071051929,0.9535025142502178,0.12890625,0.6767578125,0.9950248756218906,decrease,False,9
aec,coupon_min_spend,beta,frontal,temporal,0.00478504179045558,0.11229848024745662,0.7448635933939398,0.9535025142502178,0.91015625,1.0,0.7661691542288557,increase,False,9
aec,coupon_min_spend,beta,frontal_central,frontal_central,0.010388725437223911,0.25738241945261947,0.46222542943919775,0.9535025142502178,0.49609375,0.9470880681818181,0.4975124378109453,increase,False,9
aec,coupon_min_spend,beta,frontal_central,central,0.029545895755290985,1.2913390532444011,0.0047144852260763296,0.09900418974760293,0.00390625,0.08203125,0.009950248756218905,increase,False,9
aec,coupon_min_spend,beta,frontal_central,parietal,0.013920504599809647,0.44225572511606265,0.2212051033006725,0.7742178615523538,0.25,0.75,0.1890547263681592,increase,False,9
