metric,band,roi_a,roi_b,delta
aec,beta,occipital,temporal,0.02177845686674118
aec,beta,temporal,frontal,0.00478504179045558
aec,beta,temporal,frontal_central,0.018107691779732704
aec,beta,temporal,central,0.013829167000949383
aec,beta,temporal,parietal,0.0011519185500219464
aec,beta,temporal,occipital,0.02177845686674118
aec,beta,temporal,temporal,0.010129435919225216
aec,gamma,frontal,frontal,0.0030027064494788647
aec,gamma,frontal,frontal_central,-0.0027223601937294006
aec,gamma,frontal,central,0.015121061354875565
aec,gamma,frontal,parietal,0.0056016212329268456
aec,gamma,frontal,occipital,0.021037094295024872
aec,gamma,frontal,temporal,0.02939518541097641
aec,gamma,frontal_central,frontal,-0.0027223601937294006
aec,gamma,frontal_central,frontal_central,-0.005841634701937437
aec,gamma,frontal_central,central,0.0232382919639349
aec,gamma,frontal_central,parietal,0.00834495760500431
aec,gamma,frontal_central,occipital,-0.02074286714196205
aec,gamma,frontal_central,temporal,0.00043071433901786804
aec,gamma,central,frontal,0.015121061354875565
aec,gamma,central,frontal_central,0.0232382919639349
aec,gamma,central,central,0.013720868155360222
aec,gamma,central,parietal,0.013326947577297688
aec,gamma,central,occipital,0.039543330669403076
aec,gamma,central,temporal,0.0019171792082488537
aec,gamma,parietal,frontal,0.0056016212329268456
aec,gamma,parietal,frontal_central,0.00834495760500431
aec,gamma,parietal,central,0.013326947577297688
aec,gamma,parietal,parietal,-0.00917990505695343
aec,gamma,parietal,occipital,0.006596365012228489
aec,gamma,parietal,temporal,0.007072338834404945
aec,gamma,occipital,frontal,0.021037094295024872
aec,gamma,occipital,frontal_central,-0.02074286714196205
aec,gamma,occipital,central,0.039543330669403076
aec,gamma,occipital,parietal,0.006596365012228489
aec,gamma,occipital,occipital,-0.022493558004498482
aec,gamma,occipital,temporal,-0.0035761776380240917
aec,gamma,temporal,frontal,0.02939518541097641
aec,gamma,temporal,frontal_central,0.00043071433901786804
aec,gamma,temporal,central,0.0019171792082488537
aec,gamma,temporal,parietal,0.007072338834404945
aec,gamma,temporal,occipital,-0.0035761776380240917
aec,gamma,temporal,temporal,-0.005775886122137308
