metric,band,roi_a,roi_b,delta
wpli,gamma,parietal,frontal,0.002644449472427368
wpli,gamma,parietal,frontal_central,-0.01940270885825157
wpli,gamma,parietal,central,-0.004753288347274065
wpli,gamma,parietal,parietal,-0.006051725707948208
wpli,gamma,parietal,occipital,0.0013033119030296803
wpli,gamma,parietal,temporal,0.0029357606545090675
wpli,gamma,occipital,frontal,0.004564692731946707
wpli,gamma,occipital,frontal_central,0.01213414128869772
wpli,gamma,occipital,central,-0.006636556703597307
wpli,gamma,occipital,parietal,0.0013033119030296803
wpli,gamma,occipital,occipital,-0.007304785773158073
wpli,gamma,occipital,temporal,0.006936980411410332
wpli,gamma,temporal,frontal,-0.014517264440655708
wpli,gamma,temporal,frontal_central,-0.006693780422210693
wpli,gamma,temporal,central,0.0038607451133430004
wpli,gamma,temporal,parietal,0.0029357606545090675
wpli,gamma,temporal,occipital,0.006936980411410332
wpli,gamma,temporal,temporal,0.007268187124282122
aec,theta,frontal,frontal,0.03770381957292557
aec,theta,frontal,frontal_central,0.03578942269086838
aec,theta,frontal,central,0.030805885791778564
aec,theta,frontal,parietal,0.0816064178943634
aec,theta,frontal,occipital,0.06347230076789856
aec,theta,frontal,temporal,0.039356522262096405
aec,theta,frontal_central,frontal,0.03578942269086838
aec,theta,frontal_central,frontal_central,0.04889029636979103
aec,theta,frontal_central,central,0.03980066999793053
aec,theta,frontal_central,parietal,0.05864400416612625
aec,theta,frontal_central,occipital,0.047204043716192245
aec,theta,frontal_central,temporal,0.05928139388561249
aec,theta,central,frontal,0.030805885791778564
aec,theta,central,frontal_central,0.03980066999793053
aec,theta,central,central,0.05779974162578583
aec,theta,central,parietal,0.01575968600809574
aec,theta,central,occipital,0.05461743846535683
aec,theta,central,temporal,0.05197588726878166
aec,theta,parietal,frontal,0.0816064178943634
aec,theta,parietal,frontal_central,0.05864400416612625
aec,theta,parietal,central,0.01575968600809574
aec,theta,parietal,parietal,0.09939593821763992
aec,theta,parietal,occipital,0.07004866749048233
aec,theta,parietal,temporal,0.05916697531938553
aec,theta,occipital,frontal,0.06347230076789856
aec,theta,occipital,frontal_central,0.047204043716192245
aec,theta,occipital,central,0.05461743846535683
aec,theta,occipital,parietal,0.07004866749048233
aec,theta,occipital,occipital,0.04610394686460495
aec,theta,occipital,temporal,0.09909521788358688
aec,theta,temporal,frontal,0.039356522262096405
aec,theta,temporal,frontal_central,0.05928139388561249
aec,theta,temporal,central,0.05197588726878166
aec,theta,temporal,parietal,0.05916697531938553
aec,theta,temporal,occipital,0.09909521788358688
aec,theta,temporal,temporal,0.09760305285453796
aec,alpha,frontal,frontal,-0.004419156350195408
aec,alpha,frontal,frontal_central,0.012594116851687431
aec,alpha,frontal,central,0.0013344519538804889
aec,alpha,frontal,parietal,-0.01493458915501833
aec,alpha,frontal,occipital,0.049796946346759796
aec,alpha,frontal,temporal,0.025285087525844574
aec,alpha,frontal_central,frontal,0.012594116851687431
aec,alpha,frontal_central,frontal_central,0.02252078801393509
aec,alpha,frontal_central,central,0.042498257011175156
aec,alpha,frontal_central,parietal,0.001619516173377633
aec,alpha,frontal_central,occipital,0.0429660864174366
aec,alpha,frontal_central,temporal,0.03231537714600563
aec,alpha,central,frontal,0.0013344519538804889
aec,alpha,central,frontal_central,0.042498257011175156
aec,alpha,central,central,0.010817097499966621
aec,alpha,central,parietal,-0.014373530633747578
aec,alpha,central,occipital,0.016798287630081177
aec,alpha,central,temporal,-0.00025340914726257324
aec,alpha,parietal,frontal,-0.01493458915501833
aec,alpha,parietal,frontal_central,0.001619516173377633
aec,alpha,parietal,central,-0.014373530633747578
aec,alpha,parietal,parietal,0.024719230830669403
aec,alpha,parietal,occipital,0.003979280591011047
aec,alpha,parietal,temporal,0.023991554975509644
aec,alpha,occipital,frontal,0.049796946346759796
aec,alpha,occipital,frontal_central,0.0429660864174366
aec,alpha,occipital,central,0.016798287630081177
aec,alpha,occipital,parietal,0.003979280591011047
aec,alpha,occipital,occipital,0.03938473388552666
aec,alpha,occipital,temporal,0.04742516577243805
aec,alpha,temporal,frontal,0.025285087525844574
aec,alpha,temporal,frontal_central,0.03231537714600563
aec,alpha,temporal,central,-0.00025340914726257324
aec,alpha,temporal,parietal,0.023991554975509644
aec,alpha,temporal,occipital,0.04742516577243805
