metric,band,roi_a,roi_b,delta
aec,alpha,occipital,occipital,-0.07336171716451645
aec,alpha,occipital,temporal,-0.052601296454668045
aec,alpha,temporal,frontal,0.012364127673208714
aec,alpha,temporal,frontal_central,-0.01193890068680048
aec,alpha,temporal,central,-0.011073882691562176
aec,alpha,temporal,parietal,0.00818691961467266
aec,alpha,temporal,occipital,-0.052601296454668045
aec,alpha,temporal,temporal,-0.010064464993774891
aec,beta,frontal,frontal,-0.03566717728972435
aec,beta,frontal,frontal_central,-0.022085407748818398
aec,beta,frontal,central,-0.01376714464277029
aec,beta,frontal,parietal,-0.0027659961488097906
aec,beta,frontal,occipital,-0.018953660503029823
aec,beta,frontal,temporal,-0.012825915589928627
aec,beta,frontal_central,frontal,-0.022085407748818398
aec,beta,frontal_central,frontal_central,0.004940268117934465
aec,beta,frontal_central,central,0.008756378665566444
aec,beta,frontal_central,parietal,-0.0029103809501975775
aec,beta,frontal_central,occipital,-0.014881089329719543
aec,beta,frontal_central,temporal,-0.0034027020446956158
aec,beta,central,frontal,-0.01376714464277029
aec,beta,central,frontal_central,0.008756378665566444
aec,beta,central,central,-0.015898851677775383
aec,beta,central,parietal,-0.009143801406025887
aec,beta,central,occipital,0.01133488118648529
aec,beta,central,temporal,-0.0023864745162427425
aec,beta,parietal,frontal,-0.0027659961488097906
aec,beta,parietal,frontal_central,-0.0029103809501975775
aec,beta,parietal,central,-0.009143801406025887
aec,beta,parietal,parietal,-0.024333806708455086
aec,beta,parietal,occipital,0.0102724963799119
aec,beta,parietal,temporal,-0.0190841406583786
aec,beta,occipital,frontal,-0.018953660503029823
aec,beta,occipital,frontal_central,-0.014881089329719543
aec,beta,occipital,central,0.01133488118648529
aec,beta,occipital,parietal,0.0102724963799119
aec,beta,occipital,occipital,-0.09533701092004776
aec,beta,occipital,temporal,-0.036143187433481216
aec,beta,temporal,frontal,-0.012825915589928627
aec,beta,temporal,frontal_central,-0.0034027020446956158
aec,beta,temporal,central,-0.0023864745162427425
aec,beta,temporal,parietal,-0.0190841406583786
aec,beta,temporal,occipital,-0.036143187433481216
aec,beta,temporal,temporal,-0.03469778224825859
aec,gamma,frontal,frontal,-0.02429674193263054
aec,gamma,frontal,frontal_central,-0.0055725062265992165
aec,gamma,frontal,central,-0.026171382516622543
aec,gamma,frontal,parietal,-0.0018865641904994845
aec,gamma,frontal,occipital,-0.02294829860329628
aec,gamma,frontal,temporal,-0.005762544460594654
aec,gamma,frontal_central,frontal,-0.0055725062265992165
aec,gamma,frontal_central,frontal_central,0.04159707576036453
aec,gamma,frontal_central,central,-0.0033063238952308893
aec,gamma,frontal_central,parietal,0.00874940026551485
aec,gamma,frontal_central,occipital,-0.020884105935692787
aec,gamma,frontal_central,temporal,-0.003962646704167128
aec,gamma,central,frontal,-0.026171382516622543
aec,gamma,central,frontal_central,-0.0033063238952308893
aec,gamma,central,central,-0.03483251482248306
aec,gamma,central,parietal,-0.009563256986439228
aec,gamma,central,occipital,-0.01927849091589451
aec,gamma,central,temporal,-0.02454550564289093
aec,gamma,parietal,frontal,-0.0018865641904994845
aec,gamma,parietal,frontal_central,0.00874940026551485
aec,gamma,parietal,central,-0.009563256986439228
aec,gamma,parietal,parietal,-0.011671082116663456
aec,gamma,parietal,occipital,-0.00942601915448904
aec,gamma,parietal,temporal,-0.004100383725017309
aec,gamma,occipital,frontal,-0.02294829860329628
aec,gamma,occipital,frontal_central,-0.020884105935692787
aec,gamma,occipital,central,-0.01927849091589451
aec,gamma,occipital,parietal,-0.00942601915448904
aec,gamma,occipital,occipital,-0.10387164354324341
aec,gamma,occipital,temporal,-0.0015762150287628174
aec,gamma,temporal,frontal,-0.005762544460594654
aec,gamma,temporal,frontal_central,-0.003962646704167128
aec,gamma,temporal,central,-0.02454550564289093
aec,gamma,temporal,parietal,-0.004100383725017309
aec,gamma,temporal,occipital,-0.0015762150287628174
aec,gamma,temporal,temporal,-0.007386264856904745
