metric,band,roi_a,roi_b,delta
aec,alpha,frontal,frontal,0.009518793784081936
aec,alpha,frontal,frontal_central,0.00010588517034193501
aec,alpha,frontal,central,0.006125779822468758
aec,alpha,frontal,parietal,0.00608406774699688
aec,alpha,frontal,occipital,0.008587871678173542
aec,alpha,frontal,temporal,0.013370990753173828
aec,alpha,frontal_central,frontal,0.00010588517034193501
aec,alpha,frontal_central,frontal_central,-0.029242463409900665
aec,alpha,frontal_central,central,-0.015265530906617641
aec,alpha,frontal_central,parietal,0.005214170552790165
aec,alpha,frontal_central,occipital,0.00965227372944355
aec,alpha,frontal_central,temporal,0.0005371819133870304
aec,alpha,central,frontal,0.006125779822468758
aec,alpha,central,frontal_central,-0.015265530906617641
aec,alpha,central,central,-0.011789683252573013
aec,alpha,central,parietal,-0.0023949062451720238
aec,alpha,central,occipital,-0.01935914158821106
aec,alpha,central,temporal,0.006483009085059166
aec,alpha,parietal,frontal,0.00608406774699688
aec,alpha,parietal,frontal_central,0.005214170552790165
aec,alpha,parietal,central,-0.0023949062451720238
aec,alpha,parietal,parietal,0.012420248240232468
aec,alpha,parietal,occipital,0.004550211131572723
aec,alpha,parietal,temporal,0.003525290172547102
aec,alpha,occipital,frontal,0.008587871678173542
aec,alpha,occipital,frontal_central,0.00965227372944355
aec,alpha,occipital,central,-0.01935914158821106
aec,alpha,occipital,parietal,0.004550211131572723
aec,alpha,occipital,occipital,0.025232579559087753
aec,alpha,occipital,temporal,0.017934627830982208
aec,alpha,temporal,frontal,0.013370990753173828
aec,alpha,temporal,frontal_central,0.0005371819133870304
aec,alpha,temporal,central,0.006483009085059166
aec,alpha,temporal,parietal,0.003525290172547102
aec,alpha,temporal,occipital,0.017934627830982208
aec,alpha,temporal,temporal,0.0006595833692699671
aec,beta,frontal,frontal,-0.011806885711848736
aec,beta,frontal,frontal_central,-0.003515856107696891
aec,beta,frontal,central,-0.005281073972582817
aec,beta,frontal,parietal,0.0033633075654506683
aec,beta,frontal,occipital,-0.0028673005290329456
aec,beta,frontal,temporal,-0.00769428163766861
aec,beta,frontal_central,frontal,-0.003515856107696891
aec,beta,frontal_central,frontal_central,-0.011348254978656769
aec,beta,frontal_central,central,-0.007818717509508133
aec,beta,frontal_central,parietal,0.0042283502407372
aec,beta,frontal_central,occipital,0.0010666123125702143
aec,beta,frontal_central,temporal,0.0030973097309470177
aec,beta,central,frontal,-0.005281073972582817
aec,beta,central,frontal_central,-0.007818717509508133
aec,beta,central,central,0.008255036547780037
aec,beta,central,parietal,-0.009986568242311478
aec,beta,central,occipital,-0.01337413489818573
aec,beta,central,temporal,0.002194449305534363
aec,beta,parietal,frontal,0.0033633075654506683
aec,beta,parietal,frontal_central,0.0042283502407372
aec,beta,parietal,central,-0.009986568242311478
aec,beta,parietal,parietal,-0.005163684021681547
aec,beta,parietal,occipital,0.0002734255394898355
aec,beta,parietal,temporal,-0.0024766838178038597
aec,beta,occipital,frontal,-0.0028673005290329456
aec,beta,occipital,frontal_central,0.0010666123125702143
